word,translation,tag
policy,"n. 政策, 方针, 策略, 保险单\n[医] 凭单, 保险单",zk gk cet4 cet6 ky ielts
polish,"a. 波兰的\nn. 波兰人, 上光剂, 光泽, 优雅\nvt. 擦亮, 擦去, 使完美\nvi. 擦亮, 变得光亮",gk cet4 cet6 ky toefl ielts gre
polite,"a. 有礼貌的, 文雅的, 客气的, 有教养的",zk gk
political,"a. 政治的, 政治上的, 政党的, 从事政治的\n[法] 政治的, 政治上的, 党派政治的",gk cet4 cet6 ky ielts
pollute,"vt. 污染, 弄脏, 玷污\n[化] 污染",gk cet4 cet6 ky toefl
poor,"a. 贫穷的, 贫乏的, 不幸的, 可怜的, 拙劣的, 卑鄙的\n[经] 低劣的, 不良的",zk gk
poorly,"adv. 贫穷地, 不充分地, 贫乏地\na. 身体不舒服的",
popcorn,n. 爆米花,gk toefl
popular,"a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的\n[经] 大众的, 通俗的, 普及的",zk gk cet4 cet6 ky toefl ielts
popularity,"n. 名声, 受大众欢迎, 流行",cet6 toefl
population,"n. 人口, 人口数\n[化] 群体; 总体",zk gk cet4 cet6 ky ielts
portable,"a. 可携带的, 可搬运的, 可移动的\n[计] 可移植的",gk cet4 cet6 ky toefl ielts gre
portfolio,"n. 皮包, 公文包, 部长职务, 有价证券财产目录, 艺术代表作选辑\n[法] 公文包, 文件夹, 阁员职务",ielts gre
position,"n. 位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地\nvt. 安置, 决定...的位置\n[计] 位置",zk gk cet4 cet6 ky ielts
positive,"a. 肯定的, 积极的, 有把握的\n[医] 正的, 阳性的",cet4 cet6 ky toefl ielts
possibility,"n. 可能性, 可能的事\n[法] 可能性, 可能发生的事, 不确定权",gk cet4 cet6 ky
possible,"a. 可能的, 潜在的, 合适的\nn. 可能性, 可能的事物",zk gk
post,"n. 柱, 杆, 准星, 邮件, 邮政, 标竿, 职位, 岗位, 哨所, 兵营\nvt. 张帖, 邮递, 公布, 登入帐, 使熟悉, 布置\nvi. 快速行进\nadv. 急速地\n[计] 记入; 登记, 上电自检",zk gk toefl ielts
postage,"n. 邮资\n[经] 邮费, 邮资",gk cet4 cet6 ky toefl ielts
postal,"a. 邮政的, 邮局的\n[经] 邮政的",cet6 toefl
postcard,n. 明信片,zk gk ky toefl
poster,"n. 海报, 招贴, 驿马",gk cet6 ky toefl ielts gre
postpone,"vt. 延迟, 使延期, 缓办, 搁延\nvi. 延缓, 延缓发作",gk cet4 cet6 ky toefl ielts gre
potential,"n. 潜在性, 可能性, 潜力, 潜能, 势, 位\na. 有潜力的, 可能的, 潜在的",gk cet4 cet6 ky toefl ielts gre
pottery,"n. 陶器, 陶器厂\n[化] 陶器",toefl ielts gre
pound,"n. 磅, 英镑, 重击, 鱼塘, 拘留所, 兽栏\nvt. 强烈打击, 捣烂, 监禁, 关入栏内\nvi. 连续重击, 苦干",zk gk cet4 cet6 ky toefl
practice,"n. 实践, 练习, 实行, 惯例, 习惯, 开业\nv. 实践, 实行, 练习, 实习, 业务",zk gk ielts
precede,"vt. 在...之前, 优于, 较...优先\nvi. 在前面",cet6 ky toefl gre
prediction,"n. 预言, 预报\n[化] 预测",cet6 toefl
prefer,"vt. 宁可, 较喜欢, 提出\n[法] 给予优先权, 优先偿还, 提出",gk cet4 cet6 ky
preliminary,"n. 初步做法, 初步措施, 预试, 预选赛\na. 初步的, 开始的, 预备的",cet4 cet6 ky toefl ielts gre
premium,"n. 额外补贴, 奖金, 奖赏, 保险费\n[医] 保险费",cet6 ky toefl ielts gre
prepare,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制\nvi. 预备",zk gk cet4 cet6 ky ielts
prescribe,"v. 规定, 指定, 嘱咐, 开处方",cet4 cet6 ky toefl ielts gre
prescription,"n. 处方, 命令, 指定\n[医] 处方, 药方",gk cet6 ky toefl ielts gre
present,"n. 现在, 礼品, 瞄准\na. 现在的, 出席的\nvt. 介绍, 引见, 赠送, 提出, 呈现, 上演\nvi. 举枪瞄准",zk gk ielts
presenter,"n. 节目主持人, 奉献者, 提出者\n[法] 告发者, 提出者, 推荐者",gre
president,"n. 总统, 总裁, 董事长, (学院)院长, (大学)校长, 主管人, 主持人\n[经] 总经理, 董事长, 总裁",zk gk cet4 cet6 ky
press,"n. 压, 揿, 按, 人群, 印刷机, 压力, 出版社, 记者, 报刊, 新闻舆论, 紧迫\nvt. 压, 压榨, 紧抱, 逼迫, 推进, 强迫征募, 催逼\nvi. 压, 重压, 催促, 拥挤, 奋力前进, 受压",gk cet4 cet6 ky gre
pressure,"n. 压, 榨, 按, 强制, 压力, 压迫, 压强\nvt. 迫使, 使增压, 密封",gk cet4 cet6 ky toefl ielts
prestigious,a. 享有声望的,ky toefl ielts gre
pretty,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的\nadv. 相当, 颇",zk gk cet4 cet6 ky
preview,"n. 事先查看, 预览\nvt. 事先查看, 预演\n[计] 预览",gk gre
previous,"a. 早先的, 前面的, 过急的\n[法] 以前的, 生前的, 前述的",cet4 cet6 ky toefl ielts gre
price,"n. 价格, 代价, 价值\nvt. 定...的价格",zk gk ielts
private,"a. 私人的, 秘密的, 私立的, 隐蔽的\nn. 士兵, 隐士, 阴部\n[计] 私人的",zk gk cet4 cet6 ky toefl ielts
probable,"a. 很可能的, 大概的, 可信的\nn. 很有希望的候选人, 很可能的事情",gk cet4 cet6 ky
probably,"adv. 大概, 或许",zk gk cet4 cet6
problem,"n. 问题, 难题\na. 成问题的, 难处理的",zk gk
process,"n. 程序, 进行, 过程\nvt. 加工, 使...接受处理, 对...处置, 对...起诉\na. 经加工的, 有特殊光效的\n[计] 进程",gk cet4 cet6 ky toefl ielts
produce,"n. 生产品, 物产, 后代\nvt. 产生, 生产, 提出, 出示\nvi. 生产, 制造",zk gk cet4 cet6 ky toefl gre
product,"n. 产品, 结果, 乘积\n[化] 生产物",gk cet4 cet6 ky ielts
production,"n. 制造, 生产, 产物\n[医] 产生, 生成",gk cet4 cet6 ky ielts
productive,"a. 能生产的, 有生产价值的, 多产的\n[医] 产出性的, 产生性的",cet4 cet6 ky toefl ielts
productivity,"n. 生产力\n[经] 生产率, 生产能力",cet6 ky ielts gre
professional,"n. 专业人才\na. 专业的, 职业的",cet4 cet6 ky toefl ielts
professionally,adv. 专业地；内行地,
proficiency,"n. 精通, 熟练, 精练",cet6 ky toefl ielts
profit,"n. 利润, 赢利, 利益\nvi. 有益, 获利, 赚钱\nvt. 有益于",gk cet4 cet6 ky toefl ielts
profitable,"a. 有利润的, 有利益的, 赚钱的\n[经] 有利(可图)的, 合算的",cet4 cet6 ky
program,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划\nvt. 规划, 拟...计划\nvi. 安排节目, 编程序\n[计] 程序",cet4 cet6 ielts
programmer,n. 程序员\n[计] 程序设计员; 程序员,
prohibit,"vt. 禁止, 阻止\n[经] 禁止",gk cet4 cet6 ky toefl ielts
project,"n. 计划, 设计, 事业\nvt. 计划, 设计, 投掷, 发射, 使凸出, 放映\nvi. 凸出",gk cet4 cet6 ky toefl ielts
projection,"n. 发射, 计划, 突出部分, 设计, 推测\n[计] 投影",toefl gre
projector,"n. 计划人, 发起人, 规划人, 放映机, 映画器, 幻灯机, 幻灯, 探照灯, 发射器\n[计] 投影仪",cet6 ky toefl ielts gre
prominent,"a. 卓越的, 显著的, 突出的, 凸出的",cet4 cet6 ky toefl ielts gre
promise,"n. 诺言, 约定的事情, 有指望\nvt. 允诺, 约定, 预示\nvi. 允诺, 有前途, 有指望",zk gk cet4 cet6 ky toefl ielts
promotional,a. 增进的,
promptly,"adv. 敏捷地, 迅速地",cet6
proofread,"vt. 校正, 校对",toefl gre
property,"n. 财产, 所有权, 性质, 属性\n[计] 属性",cet4 cet6 ky toefl ielts
proposal,"n. 提议, 计划, 求婚\n[经] 提案, 申请, 投标",cet4 cet6 ky toefl gre
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)\nvi. 打算, 求婚",cet4 cet6 ky toefl ielts
prospective,"a. 预期的, 将来的\n[经] 预期的, 未来的",cet6 ky toefl ielts
protect,"vt. 防卫, 保护, 警戒\n[法] 庇护, 保护, 警戒",zk gk cet4 cet6 ky
protective,"a. 给予保护的, 保护的\n[医] 保护的, 防护的, 保护剂, 保护物, 油绸",cet4 cet6
prove,"vt. 证明, 查验, 检验, 勘探, 显示\nvi. 证明是",zk gk cet4 cet6 ky
provider,"n. 供应者, 供养人, 伙食承办人\n[计] 提供器",
publicity,"n. 名声, 宣传, 公开场合\n[经] 宣传, 广告",cet6 ky toefl ielts
publicize,vt. 宣传,ky toefl gre
publish,"vt. 出版, 发行, 公开, 发表, 宣传, 公布\nvi. 出版, 发行",gk cet4 cet6 ky
pull,"vt. 拉, 拖, 拔, 牵, 撕开, 吸引\nvi. 拉, 拖, 拔, 有吸引力\nn. 拉, 拖, 拔, 拉力, 牵引力, 划船, 吸引",zk gk toefl ielts
punctual,"a. 准时的, 守时的, 点状的, 中肯的\n[经] 准时的, 不误期的, 准时",gk cet4 cet6 ky toefl ielts
purchase,"n. 购买, 购买品, 紧握, 绞辘\nvt. 购买, 赢得, 努力取得, 用滑轮起(锚等)",gk cet4 cet6 ky toefl gre
purchaser,"n. 买方, 购买者\n[经] 买主, 购买人",
purpose,"n. 目的, 意向, 决心, 用途, 效果, 论题\nvt. 意欲, 企图, 计划",zk gk cet4 cet6 ky ielts
purse,"n. 钱包, 小钱袋, 金钱, 募捐款, 囊状物\nv. 缩拢, 皱起",zk gk cet4 cet6 ky ielts gre
purser,"n. 事务长\n[经] 会计员, 出纳员, 事务长",
push,"n. 推, 推动, 奋斗, 攻击, 进取心\nvt. 推, 推动, 使伸出, 推行, 逼迫, 增加\nvi. 推, 推进, 增加, 努力争取",zk gk
puzzle,"n. 难题, 迷惑\nvt. 使困惑, 使为难\nvi. 迷惑, 苦思",gk cet4 cet6 ky toefl ielts
quality,"n. 品质, 特性, 才能, 质量\na. 优质的\n[计] 品质",gk cet4 cet6 ky toefl ielts
quarter,"n. 四分之一, 一刻钟, 季度, 地区\nvt. 四等分, 肢解\nvi. 驻扎, 住宿",zk gk toefl ielts
quarterly,"a. 季度的, 按季度的, 每季的\nadv. 按季, 每三个月, 每季一次\nn. 季刊",cet4 cet6 ky toefl ielts
query,"n. 疑问, 疑问号, 质问, 查询\nv. 询问, 质问\n[计] 查询",toefl gre
question,"n. 问题, 询问\nv. 询问, 审问, 怀疑\n[计] 询问",zk gk
questionnaire,"n. 调查表, 问卷\n[经] 调查表",gk cet6 ky toefl ielts
quickly,adv. 很快地,
quit,"vi. 离开, 辞职, 停止\nvt. 离开, 放弃, 使解除, 停止\nn. 离开\n[计] 结束, 退出",gk cet4 cet6 ky ielts
quite,"adv. 相当, 完全, 十分",zk gk
race,"n. 种族, 人种, 赛跑, 比赛, 急流, 人类, 同道, 姜根\nvi. 赛跑, 竞赛, 疾走\nvt. 与...赛跑, 使疾走, 使猛转\n[计] 竞争; 追赶; 欧州高级通信研究开发计划",zk gk cet4 cet6 ky toefl
rack,"n. 架, 行李架, 饲草架, 搁物架, 痛苦, 折磨, 齿条, 行云团\nvt. 把...放在架上, 在架上制作, 折磨, 使痛苦, 压榨, 榨取, 猛烈撕拉, 拷问\nvi. 变形, 倾斜, (云)随风飘, (马)小步跑\n[计] 机架",cet4 cet6 ky toefl ielts
railway,"n. 铁路, 轨道\n[经] 铁路",zk gk ielts
raincoat,n. 雨衣,zk gk ielts
rainfall,"n. 降雨, 降雨量\n[经] 降雨量",gk toefl ielts
rainy,"a. 下雨的, 多雨的",zk gk cet4 cet6
raise,"n. 上升, 高地, 增高\nvt. 升起, 举起, 唤起, 提高, 使出现, 使复活, 提出, 筹集, 饲养",zk gk toefl
range,"n. 排, 行, 山脉, 范围, 行列, 射程\nvt. 排列, 归类于, 使并列, 放牧\nvi. 平行, 延伸, 漫游\n[计] 量程; 范围; 域; 距离",gk cet4 cet6 ky toefl ielts
rate,"n. 比率, 率, 速度, 价格, 费用, 等级\nvt. 估价, 认为, 鉴定等级, 责骂\nvi. 被评价, 责骂",gk cet4 cet6 ky ielts
rather,"adv. 宁可, 稍微, 相当",zk gk cet4 cet6 ky
ray,"n. 光线, 射线, 闪烁, 光辉\nvi. 射出光线, 浮现, 放射光线\nvt. 放射, 显出",gk cet4 cet6 ky toefl
reach,"n. 伸出, 延伸, 区域, 范围, 流域, 岬\nvt. 到达, 达到, 伸出, 延伸, 影响\nvi. 达到, 延伸, 伸出手, 传到",zk gk cet4 cet6 ky
ready,"n. 预备好的状态, 现款\na. 准备好的, 备用的, 可以使用的\nadv. 预先, 迅速\nvt. 使准备好",zk gk toefl gre
realistic,"a. 现实的, 逼真的, 现实主义的, 实在论的",cet6 ky
realize,"vt. 了解, 实现, 使显得逼真, 变卖\nvi. 变卖",cet4 cet6 toefl
realtor,n. 房地产经纪人\n[法] 房地产经纪人,
rearrange,"vt. 再排列, 重新整理\n[计] 重新排列; 重新整理",toefl
reassure,"vt. 使...安心, 向...再保证\n[法] 重新保证, 再保险, 使清除疑虑",cet6 ky toefl ielts
rebate,"n. 部分退款, 折扣\nvt. 退还, 打折扣\nvi. 退还部分付款",toefl gre
receipt,"n. 收据, 收入, 收到\nvt. 开...的收据",gk ielts gre
receive,"vt. 收到, 接到, 得到, 接待, 迎接, 承受\nvi. 收到, 会客\n[计] 接收",zk gk
recent,"a. 最近的, 近代的, 最新的\n[经] 最近的, 新进的",zk gk cet4 cet6 ky toefl
recently,adv. 最近,cet4 cet6 toefl
reception,"n. 接待, 接受, 招待会\n[医] 接受, 感受",gk cet4 cet6 ky toefl ielts
receptionist,n. 接待员,gk toefl ielts
recession,"n. 后退, 凹处, 衰退, 归还\n[医] 退缩",cet6 ky toefl ielts gre
recipe,"n. 食谱, 处方, 秘诀\n[医] 取(处方头语), 处方",gk cet6 ky toefl ielts gre
recipient,"a. 领受的, 容易接受的, 感受性强的\nn. 领受者, 容纳者, 容器",cet6 ky toefl ielts gre
recognize,"vt. 认出, 认可, 承认, 公认, 识别, 赏识\nvi. 承认, 具结",cet4 cet6 ky toefl
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付\n[经] 建议, 推荐",gk cet4 cet6 ky toefl
reconsider,"v. 再考虑, 重新考虑",
record,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片\nvt. 记录, 记载, 标明, 将...录音\nvi. 记录, 录音, 可被录音\na. 创纪录的\n[计] 录制, 记录",zk gk cet4 cet6 ky ielts
recreation,"n. 娱乐, 消遣, 休息, 再创造\n[医] 娱乐, 休养",gk cet4 cet6 ky toefl ielts
recreational,"a. 消遣的, 娱乐的",toefl
recruiter,"n. 招聘人员, 征兵人员",
recruitment,"n. 新兵征召\n[医] 募集[反应], 募集[现象](生理), 复聪(耳科)",cet6
recur,"vi. 复发, 回到, 重现, 再来, 诉诸, 采用, 循环",cet6 ky toefl
recycle,"vt. 使再循环, 重新利用, 再制\nn. 再循环",gk cet6 ky toefl ielts
red,"a. 红的, 红色的, 红肿的, 流血的\nn. 红色, 红颜料, 赤字\n[计] 简化, 减少",zk gk
redecorate,vt.vi. 重新装饰,
redesign,[化] 重新设计,
reduce,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳\nvi. 减少, 减肥, 缩小\n[计] 缩小",gk cet4 cet6 ky toefl
refer,"vt. 提交, 归诸于, 把...提交, 使求助于\nvi. 提到, 涉及, 查阅, 查询, 咨询",gk cet4 cet6 ky toefl
referee,"n. 仲裁人, 调解人, 裁判员\nv. 仲裁, 裁判",gk cet6 ky ielts gre
reference,"n. 参考, 索引, 参照\nvt. 给...加上参考资料\nvt. 引用\nvi. 引用\n[计] 引用",gk cet4 cet6 ky ielts
referral,"n. 参照, 介绍, 被介绍人, 转诊病人",
refinery,n. 精炼厂\n[化] 精炼厂炼糖厂,cet6 gre
reflect,"vt. 反射, 反映, 招致, 深思\nvi. 被反射, 映出, 深思, 考虑, 指责",gk cet4 cet6 ky gre
reflexive,"a. 反射的, 折回的, 折转的, 内省的, 反省的, 反身的\nn. 反身代词, 反身动词",
refresh,"vt. 使清新, 使恢复, 使生气蓬勃\nvi. 提起精神, 恢复精神, 吃点心, 喝饮料\nvt. 刷新, 重新整理\nvi. 刷新, 重新整理\n[计] 刷新, 重新整理",gk cet4 cet6 ky toefl gre
refreshment,"n. 点心, 起提神作用的事物, 精神爽快",cet4 cet6 ky toefl ielts
refrigerator,"n. 电冰箱, 冷藏库\n[计] 冷冻机; 致冷器",gk cet4 cet6 toefl
refund,"n. 偿还\nvt. 付还, 偿还借款\nvi. 归还, 偿还",ky toefl ielts
refundable,"a. 可偿还的, 可归还的",
regard,"n. 关心, 注意, 尊敬, 关系, 问候\nvt. 视为, 注意, 考虑, 和...有关, 看待\nvi. 注视, 注意",zk gk cet4 cet6 ky toefl
region,"n. 区域, 地带, 地区, 领域, 范围, 区\n[计] 区, 区域",cet4 cet6 ky ielts
rehearsal,"n. 预演, 排演, 练习, 叙述, 复述\n[法] 详述, 列举事实, 复述",cet4 cet6 ky ielts gre
rehearse,"vt. 预演, 排演, 使熟练掌握, 练习, 复述\nvi. 排练, 练习, 演习",toefl gre
reimburse,"vt. 付还, 偿还, 赔偿\n[经] 偿付, 赔还, 付还; 偿还",cet6 toefl ielts gre
reimbursement,"n. 付还, 退还\n[经] 偿付, 赔还",
reinforce,"vt. 加强, 增援, 补充\nvi. 求援, 得到增援\nn. 加固材料",cet4 cet6 ky toefl ielts gre
relate,"vt. 讲, 叙述, 使互相关联\nvi. 有关, 符合, 相处得好",gk cet4 cet6 ky gre
relation,"n. 关系, 联系, 叙述, 故事, 家属, 亲戚\n[计] 关系",zk gk cet4 cet6 ky
relationship,"n. 关系, 关联\n[医] 关系",gk cet4 cet6 ky ielts
relaxation,"n. 松弛, 放松, 减轻, 缓和, 休息, 休养\n[化] 松弛; 驰豫",toefl ielts gre
release,"n. 释放, 发泄, 豁免, 发行, 释放证书\nvt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与\nn. 发布\n[计] 版本, 发布",cet4 cet6 ky toefl ielts gre
reliability,"n. 信度, 可靠性\n[计] 可靠性",cet4 cet6 toefl
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著\nvi. 救济, 当替补投手, 呈鲜明突出",cet4 cet6 ky toefl
relocate,"vt. 重新安置, 再配置, 放在新地方\n[计] 再定位; 浮动",
relocation,"n. 再布置, 变换布置\n[经] 重新安置",
reluctant,"a. 不情愿的, 勉强的\n[法] 不愿的, 勉强的, 难以处理的",cet4 cet6 ky toefl ielts
remain,"vi. 保持, 逗留, 剩余\n[法] 停留, 居住, 继续",zk gk cet4 cet6 ky
remainder,"n. 剩余物, 其他人, 残余, 余数\nv. 削价出售(图书)\na. 剩余的, 出售削价剩书的\n[计] 余数",cet6 ky toefl gre
remember,"vt. 记得, 回忆起, 记住, 铭记, 纪念\nvi. 记得",zk gk
reminder,"n. 提醒的人, 暗示\n[经] 催单",toefl gre
remodel,"vt. 改造, 改型, 改变",
removal,"n. 移动, 移居, 迁移, 排除, 切除\n[医] 切除, 除去",cet4 cet6 ky ielts
renew,"vt. 使更新, 使恢复, 复兴, 修补, 补充, 继续, 重订, 重申, 续借\nvi. 更新, 重新开始",cet4 cet6 ky toefl
renewal,"n. 更新, 革新, 复兴, 恢复, 修补, 补充, 继续, 重订, 重申, 续借\n[经] 更新, 换新, 重申",toefl ielts
renovate,"vt. 更新, 革新, 刷新, 修复, 使恢复活力",ky toefl gre
renovation,"n. 革新, 刷新, 修理\n[化] 改建",cet6 toefl ielts
renown,"n. 名声, 声望\nvt. 使有声望",gre
rental,"n. 租费, 租金收入\na. 租赁的, 收取租金的",toefl ielts
renter,"n. 承租人, 佃户, 出租人\n[经] 租赁人, 租户, 出租人",
reopen,"v. 重开, 再开始, 再开",
repeatedly,"adv. 重复地, 再三地",cet4 cet6 ky
repetition,"n. 重复, 背诵, 循环, 复制品, 副本\n[机] 重复, 反复",cet4 cet6 ky toefl ielts
replace,"vt. 代替, 替换, 放回, 归还\n[计] 替换; DOS外部命令:取代或更新文件",gk cet4 cet6 ky toefl
replacement,"n. 归还, 更换, 代替者\n[医] 复位, 置换",cet6 ky ielts
report,"n. 报告, 报道, 传说, 案情报告, 爆炸声, 成绩单\nvt. 报告, 汇报, 转述, 报道, 揭发, 使报到\nvi. 报告, 写报道, 报到\n[计] 报告",zk gk ielts
represent,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演\nvi. 提出异议",gk cet4 cet6 ky toefl ielts
reproduce,"v. 繁殖, 再生, 复制, 生殖\n[计] 复制",cet4 cet6 ky toefl
request,"n. 请求, 需要, 申请书\nvt. 请求, 要求, 邀请\n[计] 请求",gk cet4 cet6 ky toefl ielts gre
require,"vt. 需要, 命令, 要求\n[法] 需要, 要求, 命令",zk gk cet4 cet6 ky
reschedule,"[计] 重安排, 重调度\n[化] 修订计划",toefl
research,"n. 研究, 调查, 考察\nvi. 研究, 调查",zk gk cet4 cet6 ky ielts
resemble,"vt. 相似, 类似",gk cet4 cet6 ky toefl ielts
reservation,"n. 保留, 预定, 保留品, 保留地\n[经] 预定, 预约, 权益保留",gk cet4 cet6 ky ielts
residence,"n. 住宅, 居留, 驻扎, 居住期间\n[医] 住房",cet4 cet6 ky toefl ielts
residential,"a. 住宅的, 与居住有关的\n[法] 有关居住的, 房产的:居所的, 适于居住的",cet6 toefl
resignation,"n. 辞职, 辞呈, 听从\n[经] 辞职",cet4 cet6 ielts gre
resource,"n. 资源, 财力, 办法, 策略, 急智, 消遣\n[计] 资源",cet4 cet6 ky toefl ielts
respect,"n. 尊敬, 尊重, 问候\nvt. 尊敬, 注意, 遵守",gk cet4 cet6 ky toefl
respondent,"a. 回答的, 应答的, 反射的\nn. 应答者, 被告",gre
